%#################################################################
Title:        Basenet Report
Design:       top
Date:         Nov 7 11:09:59 2018
%#################################################################


%
Base nets and synonyms for muctpi_lib.TOP(@muctpi_lib.top(sch_1))
%

Base Signal         	Synonyms                                                    	Location([Zone][dir])         
HPIO65D_N<2>        	A2C_DN<22..0> - @muctpi_lib.TOP                             	 1A8 1D6                      
                    	HPIO65D_N<2> - @muctpi_lib.MSP_FPGA                         	 5E8<>                        
HPIO65D_N<3>        	A2C_DN<22..0> - @muctpi_lib.TOP                             	 1A8 1D6                      
                    	HPIO65D_N<3> - @muctpi_lib.MSP_FPGA                         	 5E8<>                        
HPIO65D_N<4>        	A2C_DN<22..0> - @muctpi_lib.TOP                             	 1A8 1D6                      
                    	HPIO65D_N<4> - @muctpi_lib.MSP_FPGA                         	 5E8<>                        
HPIO65D_N<5>        	A2C_DN<22..0> - @muctpi_lib.TOP                             	 1A8 1D6                      
                    	HPIO65D_N<5> - @muctpi_lib.MSP_FPGA                         	 5D8<>                        
HPIO65D_N<6>        	A2C_DN<22..0> - @muctpi_lib.TOP                             	 1A8 1D6                      
                    	HPIO65D_N<6> - @muctpi_lib.MSP_FPGA                         	 5D8<>                        
HPIO65D_N<7>        	A2C_DN<22..0> - @muctpi_lib.TOP                             	 1A8 1D6                      
                    	HPIO65D_N<7> - @muctpi_lib.MSP_FPGA                         	 5D8<>                        
HPIO65D_N<8>        	A2C_DN<22..0> - @muctpi_lib.TOP                             	 1A8 1D6                      
                    	HPIO65D_N<8> - @muctpi_lib.MSP_FPGA                         	 5D8<>                        
HPIO65D_N<9>        	A2C_DN<22..0> - @muctpi_lib.TOP                             	 1A8 1D6                      
                    	HPIO65D_N<9> - @muctpi_lib.MSP_FPGA                         	 5D8<>                        
HPIO65D_N<10>       	A2C_DN<22..0> - @muctpi_lib.TOP                             	 1A8 1D6                      
                    	HPIO65D_N<10> - @muctpi_lib.MSP_FPGA                        	 5D8<>                        
HPIO65D_N<11>       	A2C_DN<22..0> - @muctpi_lib.TOP                             	 1A8 1D6                      
                    	HPIO65D_N<11> - @muctpi_lib.MSP_FPGA                        	 5D8<>                        
HPIO65D_N<12>       	A2C_DN<22..0> - @muctpi_lib.TOP                             	 1A8 1D6                      
                    	HPIO65D_N<12> - @muctpi_lib.MSP_FPGA                        	 5D8<>                        
HPIO65D_N<13>       	A2C_DN<22..0> - @muctpi_lib.TOP                             	 1A8 1D6                      
                    	HPIO65D_N<13> - @muctpi_lib.MSP_FPGA                        	 5D8<>                        
HPIO65D_N<14>       	A2C_DN<22..0> - @muctpi_lib.TOP                             	 1A8 1D6                      
                    	HPIO65D_N<14> - @muctpi_lib.MSP_FPGA                        	 5C8<>                        
HPIO65D_N<15>       	A2C_DN<22..0> - @muctpi_lib.TOP                             	 1A8 1D6                      
                    	HPIO65D_N<15> - @muctpi_lib.MSP_FPGA                        	 5C8<>                        
HPIO65D_N<16>       	A2C_DN<22..0> - @muctpi_lib.TOP                             	 1A8 1D6                      
                    	HPIO65D_N<16> - @muctpi_lib.MSP_FPGA                        	 5C8<>                        
HPIO65D_N<17>       	A2C_DN<22..0> - @muctpi_lib.TOP                             	 1A8 1D6                      
                    	HPIO65D_N<17> - @muctpi_lib.MSP_FPGA                        	 5C8<>                        
HPIO65D_N<18>       	A2C_DN<22..0> - @muctpi_lib.TOP                             	 1A8 1D6                      
                    	HPIO65D_N<18> - @muctpi_lib.MSP_FPGA                        	 5C8<>                        
HPIO65D_N<19>       	A2C_DN<22..0> - @muctpi_lib.TOP                             	 1A8 1D6                      
                    	HPIO65D_N<19> - @muctpi_lib.MSP_FPGA                        	 5C8<>                        
HPIO65D_N<20>       	A2C_DN<22..0> - @muctpi_lib.TOP                             	 1A8 1D6                      
                    	HPIO65D_N<20> - @muctpi_lib.MSP_FPGA                        	 5C8<>                        
HPIO65D_N<21>       	A2C_DN<22..0> - @muctpi_lib.TOP                             	 1A8 1D6                      
                    	HPIO65D_N<21> - @muctpi_lib.MSP_FPGA                        	 5C8<>                        
HPIO65D_N<22>       	A2C_DN<22..0> - @muctpi_lib.TOP                             	 1A8 1D6                      
                    	HPIO65D_N<22> - @muctpi_lib.MSP_FPGA                        	 5B8<>                        
HPIO65D_P<0>        	A2C_DP<22..0> - @muctpi_lib.TOP                             	 1A8 1D6                      
                    	HPIO65D_P<0> - @muctpi_lib.MSP_FPGA                         	 5E8<>                        
HPIO65D_P<1>        	A2C_DP<22..0> - @muctpi_lib.TOP                             	 1A8 1D6                      
                    	HPIO65D_P<1> - @muctpi_lib.MSP_FPGA                         	 5E8<>                        
HPIO65D_P<2>        	A2C_DP<22..0> - @muctpi_lib.TOP                             	 1A8 1D6                      
                    	HPIO65D_P<2> - @muctpi_lib.MSP_FPGA                         	 5E8<>                        
HPIO65D_P<3>        	A2C_DP<22..0> - @muctpi_lib.TOP                             	 1A8 1D6                      
                    	HPIO65D_P<3> - @muctpi_lib.MSP_FPGA                         	 5E8<>                        
HPIO65D_P<4>        	A2C_DP<22..0> - @muctpi_lib.TOP                             	 1A8 1D6                      
                    	HPIO65D_P<4> - @muctpi_lib.MSP_FPGA                         	 5E8<>                        
HPIO65D_P<5>        	A2C_DP<22..0> - @muctpi_lib.TOP                             	 1A8 1D6                      
                    	HPIO65D_P<5> - @muctpi_lib.MSP_FPGA                         	 5D8<>                        
HPIO65D_P<6>        	A2C_DP<22..0> - @muctpi_lib.TOP                             	 1A8 1D6                      
                    	HPIO65D_P<6> - @muctpi_lib.MSP_FPGA                         	 5D8<>                        
HPIO65D_P<7>        	A2C_DP<22..0> - @muctpi_lib.TOP                             	 1A8 1D6                      
                    	HPIO65D_P<7> - @muctpi_lib.MSP_FPGA                         	 5D8<>                        
HPIO65D_P<8>        	A2C_DP<22..0> - @muctpi_lib.TOP                             	 1A8 1D6                      
                    	HPIO65D_P<8> - @muctpi_lib.MSP_FPGA                         	 5D8<>                        
HPIO65D_P<9>        	A2C_DP<22..0> - @muctpi_lib.TOP                             	 1A8 1D6                      
                    	HPIO65D_P<9> - @muctpi_lib.MSP_FPGA                         	 5D8<>                        
HPIO65D_P<10>       	A2C_DP<22..0> - @muctpi_lib.TOP                             	 1A8 1D6                      
                    	HPIO65D_P<10> - @muctpi_lib.MSP_FPGA                        	 5D8<>                        
HPIO65D_P<11>       	A2C_DP<22..0> - @muctpi_lib.TOP                             	 1A8 1D6                      
                    	HPIO65D_P<11> - @muctpi_lib.MSP_FPGA                        	 5D8<>                        
HPIO65D_P<12>       	A2C_DP<22..0> - @muctpi_lib.TOP                             	 1A8 1D6                      
                    	HPIO65D_P<12> - @muctpi_lib.MSP_FPGA                        	 5D8<>                        
HPIO65D_P<13>       	A2C_DP<22..0> - @muctpi_lib.TOP                             	 1A8 1D6                      
                    	HPIO65D_P<13> - @muctpi_lib.MSP_FPGA                        	 5D8<>                        
HPIO65D_P<14>       	A2C_DP<22..0> - @muctpi_lib.TOP                             	 1A8 1D6                      
                    	HPIO65D_P<14> - @muctpi_lib.MSP_FPGA                        	 5C8<>                        
HPIO65D_P<15>       	A2C_DP<22..0> - @muctpi_lib.TOP                             	 1A8 1D6                      
                    	HPIO65D_P<15> - @muctpi_lib.MSP_FPGA                        	 5C8<>                        
HPIO65D_P<16>       	A2C_DP<22..0> - @muctpi_lib.TOP                             	 1A8 1D6                      
                    	HPIO65D_P<16> - @muctpi_lib.MSP_FPGA                        	 5C8<>                        
HPIO65D_P<17>       	A2C_DP<22..0> - @muctpi_lib.TOP                             	 1A8 1D6                      
                    	HPIO65D_P<17> - @muctpi_lib.MSP_FPGA                        	 5C8<>                        
HPIO65D_P<18>       	A2C_DP<22..0> - @muctpi_lib.TOP                             	 1A8 1D6                      
                    	HPIO65D_P<18> - @muctpi_lib.MSP_FPGA                        	 5C8<>                        
HPIO65D_P<19>       	A2C_DP<22..0> - @muctpi_lib.TOP                             	 1A8 1D6                      
                    	HPIO65D_P<19> - @muctpi_lib.MSP_FPGA                        	 5C8<>                        
HPIO65D_P<20>       	A2C_DP<22..0> - @muctpi_lib.TOP                             	 1A8 1D6                      
                    	HPIO65D_P<20> - @muctpi_lib.MSP_FPGA                        	 5C8<>                        
HPIO65D_P<21>       	A2C_DP<22..0> - @muctpi_lib.TOP                             	 1A8 1D6                      
                    	HPIO65D_P<21> - @muctpi_lib.MSP_FPGA                        	 5C8<>                        
HPIO65D_P<22>       	A2C_DP<22..0> - @muctpi_lib.TOP                             	 1A8 1D6                      
                    	HPIO65D_P<22> - @muctpi_lib.MSP_FPGA                        	 5C8<>                        
HPIO66D_N<0>        	HPIO66D_N<0> - @muctpi_lib.MSP_FPGA                         	 5E5<>                        
HPIO66D_N<1>        	HPIO66D_N<1> - @muctpi_lib.MSP_FPGA                         	 5E5<>                        
HPIO66D_N<2>        	HPIO66D_N<2> - @muctpi_lib.MSP_FPGA                         	 5E5<>                        
HPIO66D_N<3>        	HPIO66D_N<3> - @muctpi_lib.MSP_FPGA                         	 5E5<>                        
HPIO66D_N<4>        	HPIO66D_N<4> - @muctpi_lib.MSP_FPGA                         	 5E5<>                        
HPIO66D_N<5>        	HPIO66D_N<5> - @muctpi_lib.MSP_FPGA                         	 5D5<>                        
HPIO66D_N<6>        	HPIO66D_N<6> - @muctpi_lib.MSP_FPGA                         	 5D5<>                        
HPIO66D_N<7>        	HPIO66D_N<7> - @muctpi_lib.MSP_FPGA                         	 5D5<>                        
HPIO66D_N<8>        	HPIO66D_N<8> - @muctpi_lib.MSP_FPGA                         	 5D5<>                        
HPIO66D_N<9>        	HPIO66D_N<9> - @muctpi_lib.MSP_FPGA                         	 5D5<>                        
HPIO66D_N<10>       	HPIO66D_N<10> - @muctpi_lib.MSP_FPGA                        	 5D5<>                        
HPIO66D_N<11>       	HPIO66D_N<11> - @muctpi_lib.MSP_FPGA                        	 5D5<>                        
HPIO66D_N<12>       	HPIO66D_N<12> - @muctpi_lib.MSP_FPGA                        	 5D5<>                        
